,DIA,AÑO,SEMANA,MES,PAIS,ORIGEN,DESTINO,ASIENTOS_OFERTADOS,ASIENTOS_CONFIRMADOS,VIAJES_OFERTADOS,VIAJES_CONFIRMADOS,OFERTANTES,OFERTANTES_NUEVOS,CA_ORIGEN,CA_DESTINO,PROVINCIA_ORIGEN,PROVINCIA_DESTINO,INTERPROVINCIAL
20371,2019-09-08,2019,36,9,es,Albacete,Yepes,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
4984,2018-04-25,2018,17,4,es,Albacete,Villarrobledo,21.0,4,10,2,10,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
5910,2018-04-25,2018,17,4,es,Albacete,Toledo,13.0,3,6,3,6,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
10482,2018-04-25,2018,17,4,es,Albacete,Ciudad Real,3.0,2,2,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13225,2018-04-25,2018,17,4,es,Albacete,Almansa,25.0,1,12,1,10,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
13736,2018-04-25,2018,17,4,es,Albacete,Tomelloso,19.0,1,9,1,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
5923,2018-05-15,2018,20,5,es,Albacete,Toledo,15.0,4,6,3,6,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
13748,2018-05-15,2018,20,5,es,Albacete,Tomelloso,21.0,2,8,2,8,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
15132,2018-05-15,2018,20,5,es,Albacete,Cuenca,8.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Cuenca,No
16360,2018-05-15,2018,20,5,es,Albacete,Talavera de la Reina,1.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
18893,2018-05-15,2018,20,5,es,Albacete,Hellín,17.0,1,6,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
5194,2019-04-25,2019,17,4,es,Albacete,Villarrobledo,37.0,4,15,3,15,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
6178,2019-04-25,2019,17,4,es,Albacete,Toledo,10.0,2,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
13432,2019-04-25,2019,17,4,es,Albacete,Almansa,23.0,1,14,1,10,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
13937,2019-04-25,2019,17,4,es,Albacete,Tomelloso,24.0,2,11,1,11,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
6194,2019-05-15,2019,20,5,es,Albacete,Toledo,10.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
10735,2019-05-15,2019,20,5,es,Albacete,Ciudad Real,5.0,3,2,2,2,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13446,2019-05-15,2019,20,5,es,Albacete,Almansa,21.0,1,11,2,8,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
13951,2019-05-15,2019,20,5,es,Albacete,Tomelloso,6.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
15256,2019-05-15,2019,20,5,es,Albacete,Cuenca,17.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Cuenca,No
6004,2018-09-08,2018,36,9,es,Albacete,Toledo,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
9658,2018-09-08,2018,36,9,es,Albacete,Caudete,4.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
13804,2018-09-08,2018,36,9,es,Albacete,Tomelloso,20.0,4,7,2,6,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
56,2018-09-14,2018,37,9,es,Albacete,Guadalajara,8.0,1,3,1,3,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
5054,2018-09-14,2018,37,9,es,Albacete,Villarrobledo,40.0,6,19,5,18,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
6009,2018-09-14,2018,37,9,es,Albacete,Toledo,28.0,1,15,1,11,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
9732,2018-09-14,2018,37,9,es,Albacete,Manzanares,17.0,2,10,1,10,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
10563,2018-09-14,2018,37,9,es,Albacete,Ciudad Real,23.0,1,12,1,12,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13305,2018-09-14,2018,37,9,es,Albacete,Almansa,80.0,3,44,3,38,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
13810,2018-09-14,2018,37,9,es,Albacete,Tomelloso,35.0,1,16,1,15,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
15166,2018-09-14,2018,37,9,es,Albacete,Cuenca,18.0,1,7,1,7,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Cuenca,No
15991,2018-09-14,2018,37,9,es,Albacete,La Solana,7.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
16169,2018-09-14,2018,37,9,es,Albacete,Membrilla,6.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
16388,2018-09-14,2018,37,9,es,Albacete,Talavera de la Reina,3.0,1,2,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
19233,2018-09-14,2018,37,9,es,Albacete,Tarancón,23.0,1,8,1,8,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Cuenca,No
134,2019-09-08,2019,36,9,es,Albacete,Guadalajara,20.0,2,7,1,7,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
4367,2019-09-08,2019,36,9,es,Albacete,Valdepeñas,8.0,2,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
5282,2019-09-08,2019,36,9,es,Albacete,Villarrobledo,73.0,1,29,1,25,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
6288,2019-09-08,2019,36,9,es,Albacete,Toledo,63.0,9,26,7,22,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
10810,2019-09-08,2019,36,9,es,Albacete,Ciudad Real,18.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13511,2019-09-08,2019,36,9,es,Albacete,Almansa,38.0,2,28,2,25,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
14021,2019-09-08,2019,36,9,es,Albacete,Tomelloso,69.0,2,29,2,26,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
15290,2019-09-08,2019,36,9,es,Albacete,Cuenca,10.0,6,4,3,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Cuenca,No
16242,2019-09-08,2019,36,9,es,Albacete,Quintanar de la Orden,8.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
17962,2019-09-08,2019,36,9,es,Albacete,Alcázar de San Juan,24.0,1,9,1,7,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
18996,2019-09-08,2019,36,9,es,Albacete,Hellín,15.0,2,9,1,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
20144,2019-09-08,2019,36,9,es,Albacete,Bolaños de Calatrava,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
20371,2019-09-08,2019,36,9,es,Albacete,Yepes,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
4369,2019-09-14,2019,37,9,es,Albacete,Valdepeñas,3.0,2,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
5287,2019-09-14,2019,37,9,es,Albacete,Villarrobledo,19.0,4,7,3,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
10816,2019-09-14,2019,37,9,es,Albacete,Ciudad Real,5.0,2,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13516,2019-09-14,2019,37,9,es,Albacete,Almansa,26.0,1,16,2,13,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
14025,2019-09-14,2019,37,9,es,Albacete,Tomelloso,16.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
5923,2018-05-15,2018,20,5,es,Albacete,Toledo,15.0,4,6,3,6,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
13748,2018-05-15,2018,20,5,es,Albacete,Tomelloso,21.0,2,8,2,8,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
15132,2018-05-15,2018,20,5,es,Albacete,Cuenca,8.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Cuenca,No
16360,2018-05-15,2018,20,5,es,Albacete,Talavera de la Reina,1.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
18893,2018-05-15,2018,20,5,es,Albacete,Hellín,17.0,1,6,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
6012,2018-09-17,2018,38,9,es,Albacete,Toledo,17.0,3,9,2,8,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
10565,2018-09-17,2018,38,9,es,Albacete,Ciudad Real,15.0,2,6,1,6,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13811,2018-09-17,2018,38,9,es,Albacete,Tomelloso,23.0,2,10,2,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
15169,2018-09-17,2018,38,9,es,Albacete,Cuenca,6.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Cuenca,No
6194,2019-05-15,2019,20,5,es,Albacete,Toledo,10.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
10735,2019-05-15,2019,20,5,es,Albacete,Ciudad Real,5.0,3,2,2,2,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13446,2019-05-15,2019,20,5,es,Albacete,Almansa,21.0,1,11,2,8,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
13951,2019-05-15,2019,20,5,es,Albacete,Tomelloso,6.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
15256,2019-05-15,2019,20,5,es,Albacete,Cuenca,17.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Cuenca,No
4371,2019-09-17,2019,38,9,es,Albacete,Valdepeñas,11.0,1,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
5289,2019-09-17,2019,38,9,es,Albacete,Villarrobledo,29.0,4,11,3,10,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
9820,2019-09-17,2019,38,9,es,Albacete,Manzanares,7.0,1,5,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13518,2019-09-17,2019,38,9,es,Albacete,Almansa,26.0,1,16,1,13,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
14028,2019-09-17,2019,38,9,es,Albacete,Tomelloso,16.0,4,7,2,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
19302,2019-09-17,2019,38,9,es,Albacete,Tarancón,9.0,1,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Cuenca,No
4934,2018-01-24,2018,4,1,es,Albacete,Villarrobledo,18.0,2,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
5840,2018-01-24,2018,4,1,es,Albacete,Toledo,11.0,2,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
10426,2018-01-24,2018,4,1,es,Albacete,Ciudad Real,5.0,2,2,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
16288,2018-01-24,2018,4,1,es,Albacete,Ocaña,6.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
5050,2018-09-07,2018,36,9,es,Albacete,Villarrobledo,36.0,1,13,1,13,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
6003,2018-09-07,2018,36,9,es,Albacete,Toledo,27.0,1,13,1,13,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
10559,2018-09-07,2018,36,9,es,Albacete,Ciudad Real,14.0,3,7,2,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13302,2018-09-07,2018,36,9,es,Albacete,Almansa,60.0,1,32,1,28,3,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
13803,2018-09-07,2018,36,9,es,Albacete,Tomelloso,21.0,1,9,1,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
17906,2018-09-07,2018,36,9,es,Albacete,Alcázar de San Juan,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
4322,2019-01-24,2019,4,1,es,Albacete,Valdepeñas,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
5125,2019-01-24,2019,4,1,es,Albacete,Villarrobledo,28.0,4,13,3,13,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
9766,2019-01-24,2019,4,1,es,Albacete,Manzanares,4.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13885,2019-01-24,2019,4,1,es,Albacete,Tomelloso,19.0,2,9,1,9,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
6287,2019-09-07,2019,36,9,es,Albacete,Toledo,9.0,4,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
10809,2019-09-07,2019,36,9,es,Albacete,Ciudad Real,8.0,1,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13510,2019-09-07,2019,36,9,es,Albacete,Almansa,38.0,1,17,1,16,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
14020,2019-09-07,2019,36,9,es,Albacete,Tomelloso,5.0,1,3,1,3,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
20032,2019-09-07,2019,36,9,es,Albacete,Daimiel,5.0,1,3,1,3,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13,2018-02-05,2018,6,2,es,Albacete,Guadalajara,5.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
4939,2018-02-05,2018,6,2,es,Albacete,Villarrobledo,25.0,2,9,2,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
5850,2018-02-05,2018,6,2,es,Albacete,Toledo,14.0,4,8,2,8,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
10432,2018-02-05,2018,6,2,es,Albacete,Ciudad Real,22.0,1,8,1,8,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13162,2018-02-05,2018,6,2,es,Albacete,Almansa,41.0,1,20,1,15,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
54,2018-09-03,2018,36,9,es,Albacete,Guadalajara,11.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
5047,2018-09-03,2018,36,9,es,Albacete,Villarrobledo,21.0,2,9,2,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
6000,2018-09-03,2018,36,9,es,Albacete,Toledo,24.0,1,13,1,13,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
13299,2018-09-03,2018,36,9,es,Albacete,Almansa,58.0,4,27,3,24,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
13801,2018-09-03,2018,36,9,es,Albacete,Tomelloso,24.0,3,12,3,12,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
15875,2018-09-03,2018,36,9,es,Albacete,Argamasilla de Alba,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
6118,2019-02-05,2019,6,2,es,Albacete,Toledo,15.0,3,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
10662,2019-02-05,2019,6,2,es,Albacete,Ciudad Real,9.0,3,3,2,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
5280,2019-09-03,2019,36,9,es,Albacete,Villarrobledo,16.0,1,7,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
6284,2019-09-03,2019,36,9,es,Albacete,Toledo,4.0,2,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
14018,2019-09-03,2019,36,9,es,Albacete,Tomelloso,15.0,1,6,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
4254,2018-02-02,2018,5,2,es,Albacete,Valdepeñas,12.0,2,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
4938,2018-02-02,2018,5,2,es,Albacete,Villarrobledo,56.0,6,30,5,30,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
5848,2018-02-02,2018,5,2,es,Albacete,Toledo,37.0,1,16,1,16,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
9698,2018-02-02,2018,5,2,es,Albacete,Manzanares,23.0,2,12,2,12,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
10430,2018-02-02,2018,5,2,es,Albacete,Ciudad Real,24.0,9,11,5,11,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13159,2018-02-02,2018,5,2,es,Albacete,Almansa,99.0,6,50,6,42,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
13693,2018-02-02,2018,5,2,es,Albacete,Tomelloso,40.0,7,19,4,19,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
15090,2018-02-02,2018,5,2,es,Albacete,Cuenca,21.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Cuenca,No
16336,2018-02-02,2018,5,2,es,Albacete,Talavera de la Reina,4.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
19681,2018-02-02,2018,5,2,es,Albacete,Puertollano,5.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
19858,2018-02-02,2018,5,2,es,Albacete,Socuéllamos,2.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
4270,2018-05-04,2018,18,5,es,Albacete,Valdepeñas,11.0,2,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
4991,2018-05-04,2018,18,5,es,Albacete,Villarrobledo,54.0,5,26,4,25,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
5917,2018-05-04,2018,18,5,es,Albacete,Toledo,25.0,1,10,1,10,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
10489,2018-05-04,2018,18,5,es,Albacete,Ciudad Real,26.0,1,10,1,9,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13231,2018-05-04,2018,18,5,es,Albacete,Almansa,79.0,3,41,4,34,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
13741,2018-05-04,2018,18,5,es,Albacete,Tomelloso,22.0,1,12,1,11,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
15127,2018-05-04,2018,18,5,es,Albacete,Cuenca,16.0,3,5,2,5,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Cuenca,No
15951,2018-05-04,2018,18,5,es,Albacete,La Almarcha,6.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Cuenca,No
17898,2018-05-04,2018,18,5,es,Albacete,Alcázar de San Juan,7.0,2,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
19222,2018-05-04,2018,18,5,es,Albacete,Tarancón,12.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Cuenca,No
5134,2019-02-02,2019,5,2,es,Albacete,Villarrobledo,27.0,3,9,2,8,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
10659,2019-02-02,2019,5,2,es,Albacete,Ciudad Real,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13388,2019-02-02,2019,5,2,es,Albacete,Almansa,42.0,1,22,1,18,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
13891,2019-02-02,2019,5,2,es,Albacete,Tomelloso,25.0,2,10,2,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
5203,2019-05-04,2019,18,5,es,Albacete,Villarrobledo,50.0,21,18,7,16,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
6186,2019-05-04,2019,18,5,es,Albacete,Toledo,8.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
13440,2019-05-04,2019,18,5,es,Albacete,Almansa,22.0,3,11,2,11,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
5839,2018-01-23,2018,4,1,es,Albacete,Toledo,16.0,1,9,1,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
20,2018-04-02,2018,14,4,es,Albacete,Guadalajara,13.0,1,6,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
4971,2018-04-02,2018,14,4,es,Albacete,Villarrobledo,25.0,1,12,1,11,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
5894,2018-04-02,2018,14,4,es,Albacete,Toledo,42.0,11,21,6,21,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
10468,2018-04-02,2018,14,4,es,Albacete,Ciudad Real,12.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13205,2018-04-02,2018,14,4,es,Albacete,Almansa,90.0,2,39,2,33,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
13723,2018-04-02,2018,14,4,es,Albacete,Tomelloso,14.0,1,7,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
15111,2018-04-02,2018,14,4,es,Albacete,Cuenca,4.0,4,3,2,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Cuenca,No
90,2019-01-23,2019,4,1,es,Albacete,Guadalajara,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
5124,2019-01-23,2019,4,1,es,Albacete,Villarrobledo,31.0,4,11,4,11,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
6109,2019-01-23,2019,4,1,es,Albacete,Toledo,10.0,2,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
10650,2019-01-23,2019,4,1,es,Albacete,Ciudad Real,9.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13384,2019-01-23,2019,4,1,es,Albacete,Almansa,21.0,1,9,1,9,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
13884,2019-01-23,2019,4,1,es,Albacete,Tomelloso,24.0,1,11,1,11,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
18938,2019-01-23,2019,4,1,es,Albacete,Hellín,23.0,2,9,2,9,3,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
6158,2019-04-02,2019,14,4,es,Albacete,Toledo,10.0,2,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
9780,2019-04-02,2019,14,4,es,Albacete,Manzanares,15.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
10703,2019-04-02,2019,14,4,es,Albacete,Ciudad Real,12.0,1,7,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13420,2019-04-02,2019,14,4,es,Albacete,Almansa,26.0,1,10,1,10,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
5923,2018-05-15,2018,20,5,es,Albacete,Toledo,15.0,4,6,3,6,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
13748,2018-05-15,2018,20,5,es,Albacete,Tomelloso,21.0,2,8,2,8,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
15132,2018-05-15,2018,20,5,es,Albacete,Cuenca,8.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Cuenca,No
16360,2018-05-15,2018,20,5,es,Albacete,Talavera de la Reina,1.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
18893,2018-05-15,2018,20,5,es,Albacete,Hellín,17.0,1,6,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
6004,2018-09-08,2018,36,9,es,Albacete,Toledo,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
9658,2018-09-08,2018,36,9,es,Albacete,Caudete,4.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
13804,2018-09-08,2018,36,9,es,Albacete,Tomelloso,20.0,4,7,2,6,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
6194,2019-05-15,2019,20,5,es,Albacete,Toledo,10.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
10735,2019-05-15,2019,20,5,es,Albacete,Ciudad Real,5.0,3,2,2,2,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
13446,2019-05-15,2019,20,5,es,Albacete,Almansa,21.0,1,11,2,8,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
13951,2019-05-15,2019,20,5,es,Albacete,Tomelloso,6.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
15256,2019-05-15,2019,20,5,es,Albacete,Cuenca,17.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Cuenca,No
134,2019-09-08,2019,36,9,es,Albacete,Guadalajara,20.0,2,7,1,7,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
4367,2019-09-08,2019,36,9,es,Albacete,Valdepeñas,8.0,2,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Ciudad Real,No
5282,2019-09-08,2019,36,9,es,Albacete,Villarrobledo,73.0,1,29,1,25,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Albacete,Si
6288,2019-09-08,2019,36,9,es,Albacete,Toledo,63.0,9,26,7,22,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Toledo,No
