,DIA,AÑO,SEMANA,MES,PAIS,ORIGEN,DESTINO,ASIENTOS_OFERTADOS,ASIENTOS_CONFIRMADOS,VIAJES_OFERTADOS,VIAJES_CONFIRMADOS,OFERTANTES,OFERTANTES_NUEVOS,CA_ORIGEN,CA_DESTINO,PROVINCIA_ORIGEN,PROVINCIA_DESTINO,INTERPROVINCIAL
848912,2018-08-06,2018,32,8,es,Toledo,Miguelturra,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
1041052,2018-08-06,2018,32,8,es,Toledo,Fuente el Fresno,4.0,2,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
627333,2019-02-14,2019,7,2,es,Toledo,Albacete,12.0,3,6,3,6,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
725050,2019-02-14,2019,7,2,es,Toledo,Ciudad Real,30.0,5,13,4,12,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
736929,2019-02-14,2019,7,2,es,Toledo,Tomelloso,15.0,3,8,2,8,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754823,2019-02-14,2019,7,2,es,Toledo,Talavera de la Reina,35.0,5,14,4,14,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760508,2019-02-14,2019,7,2,es,Toledo,Alcázar de San Juan,31.0,8,15,5,15,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
1003792,2019-02-14,2019,7,2,es,Toledo,Villarta de San Juan,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
703472,2019-08-06,2019,32,8,es,Toledo,Valdepeñas,9.0,3,3,2,3,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
725159,2019-08-06,2019,32,8,es,Toledo,Ciudad Real,6.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
736996,2019-08-06,2019,32,8,es,Toledo,Tomelloso,11.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754925,2019-08-06,2019,32,8,es,Toledo,Talavera de la Reina,9.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760595,2019-08-06,2019,32,8,es,Toledo,Alcázar de San Juan,11.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
627143,2018-05-21,2018,21,5,es,Toledo,Albacete,19.0,1,7,1,6,2,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
724817,2018-05-21,2018,21,5,es,Toledo,Ciudad Real,30.0,5,12,4,12,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
736802,2018-05-21,2018,21,5,es,Toledo,Tomelloso,9.0,1,3,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754610,2018-05-21,2018,21,5,es,Toledo,Talavera de la Reina,33.0,6,14,4,13,3,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
1036698,2018-05-21,2018,21,5,es,Toledo,Malagón,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
724892,2018-08-22,2018,34,8,es,Toledo,Ciudad Real,13.0,2,5,2,5,2,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754676,2018-08-22,2018,34,8,es,Toledo,Talavera de la Reina,32.0,1,12,1,11,2,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760390,2018-08-22,2018,34,8,es,Toledo,Alcázar de San Juan,11.0,2,4,2,4,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
627410,2019-05-21,2019,21,5,es,Toledo,Albacete,6.0,1,3,1,3,2,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
703458,2019-05-21,2019,21,5,es,Toledo,Valdepeñas,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
725142,2019-05-21,2019,21,5,es,Toledo,Ciudad Real,13.0,6,6,4,6,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
736983,2019-05-21,2019,21,5,es,Toledo,Tomelloso,6.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754908,2019-05-21,2019,21,5,es,Toledo,Talavera de la Reina,29.0,2,11,2,11,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760579,2019-05-21,2019,21,5,es,Toledo,Alcázar de San Juan,16.0,4,6,2,6,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
863961,2019-05-21,2019,21,5,es,Toledo,Daimiel,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
725218,2019-08-22,2019,34,8,es,Toledo,Ciudad Real,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754987,2019-08-22,2019,34,8,es,Toledo,Talavera de la Reina,27.0,1,10,1,10,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
719220,2018-05-04,2018,18,5,es,Toledo,Manzanares,10.0,2,3,2,3,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
724776,2018-05-04,2018,18,5,es,Toledo,Ciudad Real,18.0,3,8,1,8,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754574,2018-05-04,2018,18,5,es,Toledo,Talavera de la Reina,33.0,1,11,1,9,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760301,2018-05-04,2018,18,5,es,Toledo,Alcázar de San Juan,18.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
1041049,2018-05-04,2018,18,5,es,Toledo,Fuente el Fresno,6.0,2,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
747098,2018-09-08,2018,36,9,es,Toledo,La Solana,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754665,2018-09-08,2018,36,9,es,Toledo,Talavera de la Reina,30.0,1,11,1,11,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760382,2018-09-08,2018,36,9,es,Toledo,Alcázar de San Juan,21.0,4,9,3,8,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
863950,2018-09-08,2018,36,9,es,Toledo,Daimiel,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
627375,2019-05-04,2019,18,5,es,Toledo,Albacete,45.0,2,20,2,20,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
703436,2019-05-04,2019,18,5,es,Toledo,Valdepeñas,40.0,7,18,4,18,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
705728,2019-05-04,2019,18,5,es,Toledo,Villarrobledo,21.0,2,11,1,10,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
719387,2019-05-04,2019,18,5,es,Toledo,Manzanares,28.0,2,14,2,14,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
725100,2019-05-04,2019,18,5,es,Toledo,Ciudad Real,80.0,16,32,10,32,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
736952,2019-05-04,2019,18,5,es,Toledo,Tomelloso,25.0,8,15,5,14,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
738948,2019-05-04,2019,18,5,es,Toledo,Cuenca,9.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Cuenca,No
747309,2019-05-04,2019,18,5,es,Toledo,Membrilla,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754867,2019-05-04,2019,18,5,es,Toledo,Talavera de la Reina,87.0,8,35,6,33,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760542,2019-05-04,2019,18,5,es,Toledo,Alcázar de San Juan,65.0,17,24,11,24,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
762163,2019-05-04,2019,18,5,es,Toledo,Hellín,1.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
1036703,2019-05-04,2019,18,5,es,Toledo,Malagón,11.0,2,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
1040535,2019-05-04,2019,18,5,es,Toledo,Herencia,4.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
627467,2019-09-08,2019,36,9,es,Toledo,Albacete,35.0,1,17,1,17,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
705759,2019-09-08,2019,36,9,es,Toledo,Villarrobledo,10.0,2,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
719444,2019-09-08,2019,36,9,es,Toledo,Manzanares,21.0,2,8,2,8,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
725212,2019-09-08,2019,36,9,es,Toledo,Ciudad Real,26.0,5,11,2,11,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
737030,2019-09-08,2019,36,9,es,Toledo,Tomelloso,16.0,2,7,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
738964,2019-09-08,2019,36,9,es,Toledo,Cuenca,6.0,5,4,3,4,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Cuenca,No
754975,2019-09-08,2019,36,9,es,Toledo,Talavera de la Reina,49.0,3,18,3,18,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760638,2019-09-08,2019,36,9,es,Toledo,Alcázar de San Juan,41.0,2,16,1,13,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
627209,2018-08-25,2018,34,8,es,Toledo,Albacete,11.0,2,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
703346,2018-08-25,2018,34,8,es,Toledo,Valdepeñas,6.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
760392,2018-08-25,2018,34,8,es,Toledo,Alcázar de San Juan,6.0,2,2,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
627212,2018-08-31,2018,35,8,es,Toledo,Albacete,34.0,2,18,2,18,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
703348,2018-08-31,2018,35,8,es,Toledo,Valdepeñas,26.0,3,11,2,11,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
724897,2018-08-31,2018,35,8,es,Toledo,Ciudad Real,25.0,4,11,2,11,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
738911,2018-08-31,2018,35,8,es,Toledo,Cuenca,9.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Cuenca,No
747644,2018-08-31,2018,35,8,es,Toledo,Quintanar de la Orden,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
754681,2018-08-31,2018,35,8,es,Toledo,Talavera de la Reina,37.0,2,15,2,15,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760394,2018-08-31,2018,35,8,es,Toledo,Alcázar de San Juan,12.0,1,5,1,5,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
802085,2018-08-31,2018,35,8,es,Toledo,Campo de Criptana,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
807769,2018-08-31,2018,35,8,es,Toledo,Puertollano,6.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
627474,2019-08-25,2019,34,8,es,Toledo,Albacete,15.0,1,8,1,8,2,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
719451,2019-08-25,2019,34,8,es,Toledo,Manzanares,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
725220,2019-08-25,2019,34,8,es,Toledo,Ciudad Real,30.0,3,11,3,11,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754990,2019-08-25,2019,34,8,es,Toledo,Talavera de la Reina,47.0,3,21,2,18,3,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
863963,2019-08-25,2019,34,8,es,Toledo,Daimiel,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
627479,2019-08-31,2019,35,8,es,Toledo,Albacete,13.0,1,5,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
703503,2019-08-31,2019,35,8,es,Toledo,Valdepeñas,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
705763,2019-08-31,2019,35,8,es,Toledo,Villarrobledo,8.0,2,3,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
754995,2019-08-31,2019,35,8,es,Toledo,Talavera de la Reina,16.0,2,6,2,6,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
627042,2017-12-28,2017,52,12,es,Toledo,Albacete,18.0,2,9,2,7,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
703246,2017-12-28,2017,52,12,es,Toledo,Valdepeñas,13.0,2,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
736753,2017-12-28,2017,52,12,es,Toledo,Tomelloso,2.0,2,2,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
760245,2017-12-28,2017,52,12,es,Toledo,Alcázar de San Juan,4.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
747098,2018-09-08,2018,36,9,es,Toledo,La Solana,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754665,2018-09-08,2018,36,9,es,Toledo,Talavera de la Reina,30.0,1,11,1,11,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760382,2018-09-08,2018,36,9,es,Toledo,Alcázar de San Juan,21.0,4,9,3,8,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
863950,2018-09-08,2018,36,9,es,Toledo,Daimiel,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
725006,2018-12-28,2018,52,12,es,Toledo,Ciudad Real,30.0,3,11,1,10,2,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
736904,2018-12-28,2018,52,12,es,Toledo,Tomelloso,13.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754781,2018-12-28,2018,52,12,es,Toledo,Talavera de la Reina,39.0,2,17,2,17,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760477,2018-12-28,2018,52,12,es,Toledo,Alcázar de San Juan,27.0,1,11,1,11,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
802091,2018-12-28,2018,52,12,es,Toledo,Campo de Criptana,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
627467,2019-09-08,2019,36,9,es,Toledo,Albacete,35.0,1,17,1,17,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
705759,2019-09-08,2019,36,9,es,Toledo,Villarrobledo,10.0,2,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
719444,2019-09-08,2019,36,9,es,Toledo,Manzanares,21.0,2,8,2,8,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
725212,2019-09-08,2019,36,9,es,Toledo,Ciudad Real,26.0,5,11,2,11,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
737030,2019-09-08,2019,36,9,es,Toledo,Tomelloso,16.0,2,7,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
738964,2019-09-08,2019,36,9,es,Toledo,Cuenca,6.0,5,4,3,4,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Cuenca,No
754975,2019-09-08,2019,36,9,es,Toledo,Talavera de la Reina,49.0,3,18,3,18,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760638,2019-09-08,2019,36,9,es,Toledo,Alcázar de San Juan,41.0,2,16,1,13,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
627089,2018-08-03,2018,31,8,es,Toledo,Albacete,21.0,4,10,2,10,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
703273,2018-08-03,2018,31,8,es,Toledo,Valdepeñas,5.0,1,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
705661,2018-08-03,2018,31,8,es,Toledo,Villarrobledo,13.0,1,6,1,6,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
719207,2018-08-03,2018,31,8,es,Toledo,Manzanares,12.0,3,5,2,5,2,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
724753,2018-08-03,2018,31,8,es,Toledo,Ciudad Real,25.0,6,11,4,11,2,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
736778,2018-08-03,2018,31,8,es,Toledo,Tomelloso,18.0,4,8,3,8,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754551,2018-08-03,2018,31,8,es,Toledo,Talavera de la Reina,38.0,2,14,2,14,2,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760290,2018-08-03,2018,31,8,es,Toledo,Alcázar de San Juan,18.0,4,9,3,9,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
807760,2018-08-03,2018,31,8,es,Toledo,Puertollano,4.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
863946,2018-08-03,2018,31,8,es,Toledo,Daimiel,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
747098,2018-09-08,2018,36,9,es,Toledo,La Solana,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754665,2018-09-08,2018,36,9,es,Toledo,Talavera de la Reina,30.0,1,11,1,11,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760382,2018-09-08,2018,36,9,es,Toledo,Alcázar de San Juan,21.0,4,9,3,8,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
863950,2018-09-08,2018,36,9,es,Toledo,Daimiel,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
627351,2019-08-03,2019,31,8,es,Toledo,Albacete,71.0,5,35,5,32,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
703422,2019-08-03,2019,31,8,es,Toledo,Valdepeñas,30.0,7,18,5,18,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
705723,2019-08-03,2019,31,8,es,Toledo,Villarrobledo,17.0,1,15,1,14,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
719376,2019-08-03,2019,31,8,es,Toledo,Manzanares,30.0,3,15,2,15,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
725072,2019-08-03,2019,31,8,es,Toledo,Ciudad Real,62.0,13,30,8,29,2,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
736938,2019-08-03,2019,31,8,es,Toledo,Tomelloso,20.0,5,14,4,13,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
747303,2019-08-03,2019,31,8,es,Toledo,Membrilla,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754842,2019-08-03,2019,31,8,es,Toledo,Talavera de la Reina,52.0,8,20,6,18,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760524,2019-08-03,2019,31,8,es,Toledo,Alcázar de San Juan,49.0,11,23,8,23,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
908370,2019-08-03,2019,31,8,es,Toledo,Madridejos,5.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
1020409,2019-08-03,2019,31,8,es,Toledo,Oropesa,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
627467,2019-09-08,2019,36,9,es,Toledo,Albacete,35.0,1,17,1,17,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
705759,2019-09-08,2019,36,9,es,Toledo,Villarrobledo,10.0,2,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
719444,2019-09-08,2019,36,9,es,Toledo,Manzanares,21.0,2,8,2,8,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
725212,2019-09-08,2019,36,9,es,Toledo,Ciudad Real,26.0,5,11,2,11,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
737030,2019-09-08,2019,36,9,es,Toledo,Tomelloso,16.0,2,7,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
738964,2019-09-08,2019,36,9,es,Toledo,Cuenca,6.0,5,4,3,4,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Cuenca,No
754975,2019-09-08,2019,36,9,es,Toledo,Talavera de la Reina,49.0,3,18,3,18,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760638,2019-09-08,2019,36,9,es,Toledo,Alcázar de San Juan,41.0,2,16,1,13,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
627230,2018-09-21,2018,38,9,es,Toledo,Albacete,45.0,5,23,5,23,3,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
703355,2018-09-21,2018,38,9,es,Toledo,Valdepeñas,38.0,8,22,6,19,4,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
705688,2018-09-21,2018,38,9,es,Toledo,Villarrobledo,14.0,6,8,4,7,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
719303,2018-09-21,2018,38,9,es,Toledo,Manzanares,55.0,6,24,5,22,3,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
724914,2018-09-21,2018,38,9,es,Toledo,Ciudad Real,69.0,8,25,8,24,2,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
736850,2018-09-21,2018,38,9,es,Toledo,Tomelloso,18.0,8,9,3,8,2,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
738917,2018-09-21,2018,38,9,es,Toledo,Cuenca,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Cuenca,No
747645,2018-09-21,2018,38,9,es,Toledo,Quintanar de la Orden,7.0,1,2,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
754698,2018-09-21,2018,38,9,es,Toledo,Talavera de la Reina,49.0,11,23,7,22,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760407,2018-09-21,2018,38,9,es,Toledo,Alcázar de San Juan,23.0,11,12,7,11,2,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
802086,2018-09-21,2018,38,9,es,Toledo,Campo de Criptana,2.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
627305,2019-06-01,2019,22,6,es,Toledo,Albacete,14.0,2,9,1,9,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
725013,2019-06-01,2019,22,6,es,Toledo,Ciudad Real,21.0,1,9,1,8,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
736906,2019-06-01,2019,22,6,es,Toledo,Tomelloso,2.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754787,2019-06-01,2019,22,6,es,Toledo,Talavera de la Reina,7.0,3,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
627497,2019-09-21,2019,38,9,es,Toledo,Albacete,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
705770,2019-09-21,2019,38,9,es,Toledo,Villarrobledo,2.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
725244,2019-09-21,2019,38,9,es,Toledo,Ciudad Real,9.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
737050,2019-09-21,2019,38,9,es,Toledo,Tomelloso,10.0,2,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
755014,2019-09-21,2019,38,9,es,Toledo,Talavera de la Reina,26.0,3,10,2,10,1,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760667,2019-09-21,2019,38,9,es,Toledo,Alcázar de San Juan,13.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
627099,2018-03-19,2018,12,3,es,Toledo,Albacete,15.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
705664,2018-03-19,2018,12,3,es,Toledo,Villarrobledo,4.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Albacete,No
719210,2018-03-19,2018,12,3,es,Toledo,Manzanares,5.0,2,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
724762,2018-03-19,2018,12,3,es,Toledo,Ciudad Real,20.0,1,10,1,9,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
736783,2018-03-19,2018,12,3,es,Toledo,Tomelloso,8.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754560,2018-03-19,2018,12,3,es,Toledo,Talavera de la Reina,24.0,1,12,1,12,2,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
747098,2018-09-08,2018,36,9,es,Toledo,La Solana,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
754665,2018-09-08,2018,36,9,es,Toledo,Talavera de la Reina,30.0,1,11,1,11,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Toledo,Si
760382,2018-09-08,2018,36,9,es,Toledo,Alcázar de San Juan,21.0,4,9,3,8,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
863950,2018-09-08,2018,36,9,es,Toledo,Daimiel,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
703428,2019-03-19,2019,12,3,es,Toledo,Valdepeñas,8.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
725083,2019-03-19,2019,12,3,es,Toledo,Ciudad Real,16.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Toledo,Ciudad Real,No
