,DIA,PAIS,ORIGEN,DESTINO,ASIENTOS_OFERTADOS,ASIENTOS_CONFIRMADOS,VIAJES_OFERTADOS,VIAJES_CONFIRMADOS,OFERTANTES,OFERTANTES_NUEVOS,CA_ORIGEN,CA_DESTINO,PROVINCIA_ORIGEN,PROVINCIA_DESTINO,INTERPROVINCIAL,AÑO,SEMANA,MES
621350,2018-12-04,es,Ciudad Real,Albacete,12.0,3,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,49,12
621351,2018-04-13,es,Ciudad Real,Albacete,13.0,2,8,2,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,15,4
621352,2018-04-15,es,Ciudad Real,Albacete,23.0,2,12,2,12,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,15,4
621353,2018-04-20,es,Ciudad Real,Albacete,26.0,6,13,3,12,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,16,4
621354,2018-04-22,es,Ciudad Real,Albacete,12.0,2,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,16,4
621355,2018-04-24,es,Ciudad Real,Albacete,8.0,2,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,17,4
621356,2018-04-25,es,Ciudad Real,Albacete,10.0,1,4,1,4,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,17,4
621357,2018-04-26,es,Ciudad Real,Albacete,21.0,2,8,2,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,17,4
621358,2018-04-27,es,Ciudad Real,Albacete,29.0,9,16,6,16,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,17,4
621359,2018-04-28,es,Ciudad Real,Albacete,8.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,17,4
621360,2018-04-30,es,Ciudad Real,Albacete,8.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,18,4
621361,2018-01-05,es,Ciudad Real,Albacete,20.0,3,13,2,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,1,1
621362,2018-02-05,es,Ciudad Real,Albacete,18.0,2,8,1,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,6,2
621363,2018-04-05,es,Ciudad Real,Albacete,24.0,5,11,3,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,14,4
621364,2018-05-05,es,Ciudad Real,Albacete,5.0,2,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,18,5
621365,2018-06-05,es,Ciudad Real,Albacete,21.0,2,9,2,9,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,23,6
621366,2018-07-05,es,Ciudad Real,Albacete,14.0,1,6,1,6,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,27,7
621367,2018-10-05,es,Ciudad Real,Albacete,13.0,2,4,2,4,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,40,10
621368,2018-11-05,es,Ciudad Real,Albacete,42.0,5,21,4,19,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,45,11
621369,2018-12-05,es,Ciudad Real,Albacete,7.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,49,12
621370,2018-05-13,es,Ciudad Real,Albacete,17.0,1,11,1,11,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,19,5
621371,2018-05-14,es,Ciudad Real,Albacete,8.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,20,5
621372,2018-05-16,es,Ciudad Real,Albacete,6.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,20,5
621373,2018-05-18,es,Ciudad Real,Albacete,28.0,4,12,4,12,3,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,20,5
621374,2018-05-19,es,Ciudad Real,Albacete,5.0,2,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,20,5
621375,2018-05-20,es,Ciudad Real,Albacete,13.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,20,5
621376,2018-05-22,es,Ciudad Real,Albacete,8.0,2,3,2,3,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,21,5
621377,2018-05-25,es,Ciudad Real,Albacete,36.0,3,18,3,17,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,21,5
621378,2018-05-28,es,Ciudad Real,Albacete,16.0,4,6,2,5,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,22,5
621379,2018-05-31,es,Ciudad Real,Albacete,10.0,1,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,22,5
621380,2018-01-06,es,Ciudad Real,Albacete,21.0,3,11,2,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,1,1
621381,2018-02-06,es,Ciudad Real,Albacete,5.0,2,2,2,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,6,2
621382,2018-03-06,es,Ciudad Real,Albacete,17.0,2,12,1,12,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,10,3
621383,2018-06-06,es,Ciudad Real,Albacete,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,23,6
621384,2018-07-06,es,Ciudad Real,Albacete,21.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,27,7
621385,2018-08-06,es,Ciudad Real,Albacete,34.0,5,18,4,15,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,32,8
621386,2018-10-06,es,Ciudad Real,Albacete,8.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,40,10
621387,2018-11-06,es,Ciudad Real,Albacete,16.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,45,11
621388,2018-06-13,es,Ciudad Real,Albacete,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,24,6
621389,2018-06-14,es,Ciudad Real,Albacete,5.0,3,2,2,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,24,6
621390,2018-06-15,es,Ciudad Real,Albacete,27.0,2,12,1,12,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,24,6
621391,2018-06-16,es,Ciudad Real,Albacete,6.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,24,6
621392,2018-06-17,es,Ciudad Real,Albacete,26.0,1,11,1,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,24,6
621393,2018-06-19,es,Ciudad Real,Albacete,10.0,4,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,25,6
621394,2018-06-20,es,Ciudad Real,Albacete,10.0,1,4,1,4,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,25,6
621395,2018-06-22,es,Ciudad Real,Albacete,31.0,4,14,4,12,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,25,6
621396,2018-06-23,es,Ciudad Real,Albacete,17.0,5,8,4,8,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,25,6
621397,2018-06-24,es,Ciudad Real,Albacete,25.0,1,13,1,13,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,25,6
621398,2018-06-25,es,Ciudad Real,Albacete,14.0,3,9,3,9,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,26,6
621399,2018-06-26,es,Ciudad Real,Albacete,4.0,1,3,1,3,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,26,6
621400,2018-06-29,es,Ciudad Real,Albacete,33.0,5,17,4,17,3,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,26,6
621401,2018-02-07,es,Ciudad Real,Albacete,6.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,6,2
621402,2018-03-07,es,Ciudad Real,Albacete,2.0,2,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,10,3
621403,2018-05-07,es,Ciudad Real,Albacete,6.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,19,5
621404,2018-06-07,es,Ciudad Real,Albacete,19.0,4,9,3,9,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,23,6
621405,2018-12-07,es,Ciudad Real,Albacete,15.0,3,7,2,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,49,12
621406,2018-07-13,es,Ciudad Real,Albacete,10.0,3,7,2,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,28,7
621407,2018-07-15,es,Ciudad Real,Albacete,7.0,3,3,2,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,28,7
621408,2018-07-16,es,Ciudad Real,Albacete,16.0,2,6,2,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,29,7
621409,2018-07-17,es,Ciudad Real,Albacete,10.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,29,7
621410,2018-07-18,es,Ciudad Real,Albacete,8.0,1,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,29,7
621411,2018-07-19,es,Ciudad Real,Albacete,10.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,29,7
621412,2018-07-20,es,Ciudad Real,Albacete,34.0,2,16,2,15,4,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,29,7
621413,2018-07-22,es,Ciudad Real,Albacete,14.0,3,6,2,6,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,29,7
621414,2018-07-23,es,Ciudad Real,Albacete,12.0,2,4,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,30,7
621415,2018-07-24,es,Ciudad Real,Albacete,9.0,1,3,1,3,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,30,7
621416,2018-07-25,es,Ciudad Real,Albacete,10.0,1,6,1,6,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,30,7
621417,2018-07-26,es,Ciudad Real,Albacete,20.0,4,8,2,7,3,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,30,7
621418,2018-07-27,es,Ciudad Real,Albacete,21.0,3,10,2,10,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,30,7
621419,2018-07-29,es,Ciudad Real,Albacete,15.0,2,9,2,9,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,30,7
621420,2018-07-31,es,Ciudad Real,Albacete,11.0,2,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,31,7
621421,2018-01-08,es,Ciudad Real,Albacete,24.0,3,8,2,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,2,1
621422,2018-02-08,es,Ciudad Real,Albacete,16.0,3,6,2,6,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,6,2
621423,2018-03-08,es,Ciudad Real,Albacete,9.0,3,7,2,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,10,3
621424,2018-04-08,es,Ciudad Real,Albacete,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,14,4
621425,2018-06-08,es,Ciudad Real,Albacete,12.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,23,6
621426,2018-08-08,es,Ciudad Real,Albacete,6.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,32,8
621427,2018-09-08,es,Ciudad Real,Albacete,15.0,2,9,1,9,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,36,9
621428,2018-10-08,es,Ciudad Real,Albacete,26.0,2,10,1,10,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,41,10
621429,2018-12-08,es,Ciudad Real,Albacete,4.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,49,12
621430,2018-08-13,es,Ciudad Real,Albacete,14.0,1,8,1,8,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,33,8
621431,2018-08-15,es,Ciudad Real,Albacete,11.0,1,5,1,5,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,33,8
621432,2018-08-17,es,Ciudad Real,Albacete,25.0,3,12,3,11,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,33,8
621433,2018-08-18,es,Ciudad Real,Albacete,22.0,1,9,1,9,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,33,8
621434,2018-08-19,es,Ciudad Real,Albacete,11.0,2,8,2,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,33,8
621435,2018-08-20,es,Ciudad Real,Albacete,6.0,2,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,34,8
621436,2018-08-21,es,Ciudad Real,Albacete,18.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,34,8
621437,2018-08-24,es,Ciudad Real,Albacete,34.0,3,14,2,12,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,34,8
621438,2018-08-26,es,Ciudad Real,Albacete,19.0,2,9,2,9,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,34,8
621439,2018-08-27,es,Ciudad Real,Albacete,5.0,2,3,2,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,35,8
621440,2018-08-28,es,Ciudad Real,Albacete,10.0,3,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,35,8
621441,2018-08-31,es,Ciudad Real,Albacete,15.0,2,10,1,10,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,35,8
621442,2018-01-09,es,Ciudad Real,Albacete,10.0,8,5,4,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,2,1
621443,2018-02-09,es,Ciudad Real,Albacete,21.0,2,9,2,9,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,6,2
621444,2018-05-09,es,Ciudad Real,Albacete,10.0,2,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,19,5
621445,2018-07-09,es,Ciudad Real,Albacete,41.0,7,19,4,19,5,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,28,7
621446,2018-08-09,es,Ciudad Real,Albacete,15.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,32,8
621447,2018-09-09,es,Ciudad Real,Albacete,14.0,2,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,36,9
621448,2018-10-09,es,Ciudad Real,Albacete,14.0,2,5,2,5,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,41,10
621449,2018-12-09,es,Ciudad Real,Albacete,12.0,3,5,2,5,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,49,12
621450,2018-09-13,es,Ciudad Real,Albacete,10.0,1,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,37,9
621451,2018-09-14,es,Ciudad Real,Albacete,64.0,16,28,10,25,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,37,9
621452,2018-09-16,es,Ciudad Real,Albacete,20.0,2,10,2,10,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,37,9
621453,2018-09-19,es,Ciudad Real,Albacete,6.0,2,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,38,9
621454,2018-09-21,es,Ciudad Real,Albacete,24.0,7,11,3,11,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,38,9
621455,2018-09-23,es,Ciudad Real,Albacete,18.0,3,8,3,8,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,38,9
621456,2018-09-24,es,Ciudad Real,Albacete,14.0,1,7,1,7,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,39,9
621457,2018-09-26,es,Ciudad Real,Albacete,11.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,39,9
621458,2018-09-27,es,Ciudad Real,Albacete,5.0,2,3,1,3,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,39,9
621459,2018-09-28,es,Ciudad Real,Albacete,67.0,13,26,9,26,3,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,39,9
621460,2018-09-30,es,Ciudad Real,Albacete,27.0,3,12,3,12,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,39,9
621461,2018-01-10,es,Ciudad Real,Albacete,11.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,2,1
621462,2018-02-10,es,Ciudad Real,Albacete,16.0,2,6,1,5,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,6,2
621463,2018-03-10,es,Ciudad Real,Albacete,13.0,2,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,10,3
621464,2018-04-10,es,Ciudad Real,Albacete,11.0,5,4,3,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,15,4
621465,2018-05-10,es,Ciudad Real,Albacete,22.0,6,13,5,13,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,19,5
621466,2018-06-10,es,Ciudad Real,Albacete,19.0,3,8,3,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,23,6
621467,2018-07-10,es,Ciudad Real,Albacete,13.0,3,7,2,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,28,7
621468,2018-09-10,es,Ciudad Real,Albacete,22.0,1,9,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,37,9
621469,2018-10-10,es,Ciudad Real,Albacete,23.0,5,9,3,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,41,10
621470,2018-11-10,es,Ciudad Real,Albacete,26.0,7,20,7,18,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,45,11
621471,2018-12-10,es,Ciudad Real,Albacete,28.0,6,11,4,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,50,12
621472,2018-10-16,es,Ciudad Real,Albacete,3.0,2,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,42,10
621473,2018-10-17,es,Ciudad Real,Albacete,12.0,2,5,1,5,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,42,10
621474,2018-10-18,es,Ciudad Real,Albacete,12.0,2,5,2,5,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,42,10
621475,2018-10-19,es,Ciudad Real,Albacete,41.0,3,17,2,15,3,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,42,10
621476,2018-10-21,es,Ciudad Real,Albacete,25.0,1,12,1,10,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,42,10
621477,2018-10-24,es,Ciudad Real,Albacete,6.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,43,10
621478,2018-10-26,es,Ciudad Real,Albacete,51.0,7,22,6,21,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,43,10
621479,2018-10-27,es,Ciudad Real,Albacete,12.0,1,4,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,43,10
621480,2018-10-28,es,Ciudad Real,Albacete,17.0,2,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,43,10
621481,2018-10-30,es,Ciudad Real,Albacete,9.0,1,3,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,44,10
621482,2018-10-31,es,Ciudad Real,Albacete,50.0,8,23,5,23,3,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,44,10
621483,2018-01-11,es,Ciudad Real,Albacete,13.0,6,6,2,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,2,1
621484,2018-04-11,es,Ciudad Real,Albacete,37.0,9,18,4,18,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,15,4
621485,2018-05-11,es,Ciudad Real,Albacete,22.0,3,9,3,8,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,19,5
621486,2018-06-11,es,Ciudad Real,Albacete,8.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,24,6
621487,2018-07-11,es,Ciudad Real,Albacete,6.0,2,3,2,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,28,7
621488,2018-08-11,es,Ciudad Real,Albacete,19.0,4,7,2,7,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,32,8
621489,2018-09-11,es,Ciudad Real,Albacete,38.0,3,16,3,16,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,37,9
621490,2018-10-11,es,Ciudad Real,Albacete,17.0,3,7,3,7,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,41,10
621491,2018-11-11,es,Ciudad Real,Albacete,23.0,4,10,4,10,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,45,11
621492,2018-11-15,es,Ciudad Real,Albacete,12.0,4,6,3,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,46,11
621493,2018-11-16,es,Ciudad Real,Albacete,35.0,13,16,8,15,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,46,11
621494,2018-11-17,es,Ciudad Real,Albacete,8.0,3,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,46,11
621495,2018-11-18,es,Ciudad Real,Albacete,17.0,6,8,5,8,3,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,46,11
621496,2018-11-21,es,Ciudad Real,Albacete,19.0,1,7,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,47,11
621497,2018-11-22,es,Ciudad Real,Albacete,8.0,4,3,2,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,47,11
621498,2018-11-23,es,Ciudad Real,Albacete,41.0,3,20,3,20,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,47,11
621499,2018-11-25,es,Ciudad Real,Albacete,19.0,1,8,1,8,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,47,11
621500,2018-11-27,es,Ciudad Real,Albacete,9.0,2,3,2,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,48,11
621501,2018-11-28,es,Ciudad Real,Albacete,10.0,1,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,48,11
621502,2018-11-29,es,Ciudad Real,Albacete,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,48,11
621503,2018-11-30,es,Ciudad Real,Albacete,29.0,4,17,4,16,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,48,11
621504,2018-02-12,es,Ciudad Real,Albacete,22.0,4,8,2,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,7,2
621505,2018-03-12,es,Ciudad Real,Albacete,14.0,3,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,11,3
621506,2018-04-12,es,Ciudad Real,Albacete,10.0,4,5,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,15,4
621507,2018-05-12,es,Ciudad Real,Albacete,32.0,13,14,6,14,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,19,5
621508,2018-06-12,es,Ciudad Real,Albacete,16.0,3,7,2,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,24,6
621509,2018-07-12,es,Ciudad Real,Albacete,16.0,1,8,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,28,7
621510,2018-08-12,es,Ciudad Real,Albacete,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,32,8
621511,2018-09-12,es,Ciudad Real,Albacete,47.0,8,21,6,21,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,37,9
621512,2018-10-12,es,Ciudad Real,Albacete,10.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,41,10
621513,2018-11-12,es,Ciudad Real,Albacete,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,46,11
621514,2018-12-14,es,Ciudad Real,Albacete,29.0,6,13,4,13,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,50,12
621515,2018-12-16,es,Ciudad Real,Albacete,24.0,5,10,3,10,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No,2018,50,12
